stock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
000975.SZ,0.202898551,0.15942029,0.130434783,0.188405797,0.028985507,0.101449275,0.101449275,0.014492754,0.072463768,0.264705882,0.235294118,0.132352941,0.117647059,0.058823529,0.044117647,0.058823529,0.029411765,0.058823529,0.154929577,0.295774648,0.084507042,0.098591549,0.098591549,0.098591549,0.070422535,0.042253521,0.056338028,0.297619048,0.226190476,0.107142857,0.119047619,0.107142857,0.047619048,0.047619048,0.011904762,0.035714286,0.204819277,0.289156627,0.072289157,0.13253012,0.084337349,0.048192771,0.060240964,0.060240964,0.048192771
300383.SZ,0.445945946,0.121621622,0.054054054,0.013513514,0.148648649,0.108108108,0.027027027,0.040540541,0.040540541,0.166666667,0.307692308,0.128205128,0.102564103,0.08974359,0.076923077,0.025641026,0.076923077,0.025641026,0.236842105,0.118421053,0.092105263,0.144736842,0.131578947,0.092105263,0.065789474,0.065789474,0.052631579,0.325,0.1625,0.075,0.15,0.0625,0.0625,0.0875,0.0125,0.0625,0.355263158,0.157894737,0.078947368,0.078947368,0.026315789,0.105263158,0.078947368,0.052631579,0.065789474
000501.SZ,0.325,0.2875,0.0875,0.0875,0.0375,0.0375,0.0375,0.075,0.025,0.220779221,0.285714286,0.12987013,0.064935065,0.025974026,0.077922078,0.038961039,0.051948052,0.103896104,0.333333333,0.291666667,0.055555556,0.083333333,0.055555556,0.041666667,0.055555556,0.041666667,0.041666667,0.361111111,0.236111111,0.166666667,0.083333333,0.027777778,0.027777778,0.055555556,0.027777778,0.013888889,0.346666667,0.28,0.133333333,0.053333333,0.04,0.08,0.013333333,0.026666667,0.026666667
002030.SZ,0.380952381,0.119047619,0.05952381,0.05952381,0.083333333,0.095238095,0.035714286,0.083333333,0.083333333,0.337078652,0.179775281,0.08988764,0.056179775,0.04494382,0.078651685,0.06741573,0.04494382,0.101123596,0.274725275,0.186813187,0.142857143,0.087912088,0.032967033,0.076923077,0.043956044,0.076923077,0.076923077,0.252747253,0.186813187,0.186813187,0.065934066,0.043956044,0.076923077,0.087912088,0.065934066,0.032967033,0.32183908,0.16091954,0.103448276,0.057471264,0.103448276,0.091954023,0.08045977,0.011494253,0.068965517
000559.SZ,0.360465116,0.162790698,0.139534884,0.11627907,0.011627907,0.046511628,0.034883721,0.104651163,0.023255814,0.416666667,0.119047619,0.083333333,0.071428571,0.083333333,0.047619048,0.047619048,0.071428571,0.05952381,0.333333333,0.149425287,0.103448276,0.068965517,0.034482759,0.126436782,0.022988506,0.057471264,0.103448276,0.284090909,0.170454545,0.079545455,0.113636364,0.068181818,0.090909091,0.056818182,0.079545455,0.056818182,0.223529412,0.223529412,0.094117647,0.117647059,0.105882353,0.070588235,0.023529412,0.058823529,0.082352941
300058.SZ,0.32967033,0.208791209,0.087912088,0.065934066,0.054945055,0.065934066,0.065934066,0.076923077,0.043956044,0.377777778,0.133333333,0.111111111,0.077777778,0.088888889,0.066666667,0.055555556,0.055555556,0.033333333,0.367816092,0.183908046,0.149425287,0.057471264,0.057471264,0.103448276,0.034482759,0.022988506,0.022988506,0.191489362,0.265957447,0.106382979,0.180851064,0.053191489,0.042553191,0.042553191,0.042553191,0.074468085,0.2,0.266666667,0.122222222,0.111111111,0.044444444,0.033333333,0.111111111,0.088888889,0.022222222
600827.SH,0.32967033,0.142857143,0.098901099,0.10989011,0.10989011,0.098901099,0.054945055,0.021978022,0.032967033,0.322580645,0.215053763,0.11827957,0.075268817,0.107526882,0.032258065,0.075268817,0.010752688,0.043010753,0.258064516,0.172043011,0.161290323,0.075268817,0.107526882,0.064516129,0.064516129,0.053763441,0.043010753,0.292929293,0.151515152,0.111111111,0.080808081,0.090909091,0.080808081,0.050505051,0.080808081,0.060606061,0.287234043,0.159574468,0.14893617,0.063829787,0.117021277,0.085106383,0.053191489,0.042553191,0.042553191
600167.SH,0.349206349,0.19047619,0.047619048,0.126984127,0.047619048,0.095238095,0.031746032,0.079365079,0.031746032,0.324324324,0.148648649,0.081081081,0.121621622,0.067567568,0.054054054,0.027027027,0.121621622,0.054054054,0.34939759,0.168674699,0.108433735,0.036144578,0.084337349,0.096385542,0.048192771,0.048192771,0.060240964,0.321428571,0.142857143,0.130952381,0.107142857,0.083333333,0.095238095,0.011904762,0.083333333,0.023809524,0.244444444,0.266666667,0.111111111,0.111111111,0.066666667,0.077777778,0.044444444,0.033333333,0.044444444
002212.SZ,0.25,0.157894737,0.144736842,0.026315789,0.105263158,0.131578947,0.092105263,0.052631579,0.039473684,0.253164557,0.151898734,0.126582278,0.050632911,0.075949367,0.075949367,0.101265823,0.113924051,0.050632911,0.24137931,0.172413793,0.195402299,0.103448276,0.103448276,0.068965517,0.034482759,0.057471264,0.022988506,0.280898876,0.08988764,0.101123596,0.112359551,0.08988764,0.08988764,0.056179775,0.146067416,0.033707865,0.204819277,0.108433735,0.13253012,0.108433735,0.156626506,0.048192771,0.168674699,0.036144578,0.036144578
600863.SH,0.3625,0.1375,0.0875,0.075,0.0625,0.05,0.0625,0.0875,0.075,0.280487805,0.195121951,0.097560976,0.06097561,0.073170732,0.085365854,0.06097561,0.073170732,0.073170732,0.364705882,0.141176471,0.164705882,0.094117647,0.047058824,0.023529412,0.094117647,0.011764706,0.058823529,0.431818182,0.147727273,0.136363636,0.079545455,0.068181818,0.011363636,0.056818182,0.022727273,0.045454545,0.337078652,0.168539326,0.134831461,0.112359551,0.078651685,0.02247191,0.02247191,0.06741573,0.056179775
